VisitorID;Proj_Group;Proj_Segment;Proj_Type;Visitor_Group;Visitor_Gender;Question_Age;Question_Budget;Question_HHIncome;Question_InstallmentMonthly;Question_MarriageStatus;Question_Nationality;Question_Occupation;Question_P_Income;Question_TimeToMoveIn;Target
98347;Other;B;Premium Units;;M;;10,3;;;;;;;;0
81184;Major;B;Premium Units;;F;;;;;;;;;;0
116014;Other;B;Premium Units;;F;31 - 35;10,3;519246;;Married;India;Business Employee;;;0
56352;Urban;B;Standard Units;Outer;M;25 - 30;9,5;;;Single;;Civil Servant;;;0
50418;Outer;C;Standard Units;Outer;F;31 - 35;10,5;218264;;Married;;Business Owner;160000;;1
116133;Outer;D;Standard Units;;F;46 - 50;8,75;98556;Cash;Married;India;Business Employee;;;0
26718;Outer;B;Standard Units;;M;;5,5;244154;;;;Civil Servant;75000;;0
48581;Outer;C;Standard Units;Outer;M;46 - 50;10,5;172315;;Married with Children;;Business Employee;95000;;0
99001;Outer;C;Premium Units;;F;51 +;2,5;116642;31376;Single;India;Civil Servant;;;0
118238;Other;B;Premium Units;;M;41 - 45;5,5;;;;India;;;;0
87147;Urban;B;Standard Units;Outer;F;51 +;14,5;298034;70376;Married with Children;;Business Owner;;;0
46723;Major;C;Standard Units;Major;F;46 - 50;3,5;68947;;Married with Children;;Other(Please specify);75000;;0
38141;Outer;C;Standard Units;Outer;M;25 - 30;7;263601;;Single;;Business Employee;140000;;0
33768;Urban;C;Standard Units;Major;M;41 - 45;4,5;172966;;Married with Children;;Other(Please specify);95000;;0
119386;Major;C;Premium Units;Outer;M;;;;;;;;;;1
96233;Outer;B;Standard Units;Outer;M;46 - 50;10,3;236450;84638;Married with Children;;Business Owner;;;0
2382;Outer;D;Standard Units;Outer;M;36 - 40;8;144452;;Married with Children;;Business Employee;140000;;0
117538;Urban;D;Standard Units;;M;36 - 40;4,5;289442;;Single;India;Business Owner;;;0
104421;Outer;B;Standard Units;;F;31 - 35;6,5;;60861;Single;;;;;0
41763;Outer;B;Standard Units;;F;;9,5;447941;;Single;;Business Owner;160000;;0
95716;Outer;B;Standard Units;Major;F;46 - 50;4,5;210955;27823;Married with Children;;Business Owner;;;0
99867;Outer;C;Premium Units;;M;51 +;3,5;;;Married with Children;India;;;;0
110704;Outer;B;Standard Units;Outer;F;25 - 30;4,5;234635;31618;Single;;Business Owner;;;0
99960;Outer;C;Premium Units;Outer;F;25 - 30;2,5;177067;38450;Single;India;Business Employee;;;0
40153;Major;D;Standard Units;Major;F;31 - 35;8;153833;;Single;;Business Owner;105000;;0
11787;Outer;C;Standard Units;;M;< 25;5,5;85665;;Single;;;85000;;0
29597;Outer;B;Standard Units;;F;51 +;9,5;;;Married;;;;;0
45551;Urban;C;Standard Units;Major;M;41 - 45;3,5;51386;;Single;;Business Owner;75000;;0
99287;Major;D;Premium Units;Outer;F;41 - 45;2,5;45740;19057;Married with Children;;;;;0
74552;Major;D;Premium Units;;M;31 - 35;3,5;;;;India;;;;0
112911;Urban;D;Standard Units;;F;< 25;7,5;393608;Cash;Single;India;;;;0
103406;Outer;B;Standard Units;Outer;F;31 - 35;7,5;181080;46277;Married with Children;India;Other(Please specify);;;0
94710;Major;B;Premium Units;Major;M;51 +;4,5;;;Married with Children;India;;;;1
3364;Major;D;Premium Units;Central;M;;;;;;;;;;0
84499;Urban;B;Standard Units;Central;F;25 - 30;11,3;107475;Cash;Single;;Business Employee;;;0
31452;Outer;C;Standard Units;Outer;F;31 - 35;5,5;166319;;Married;;Business Employee;85000;;0
63993;Outer;B;Standard Units;Outer;M;36 - 40;9,5;492117;;Single;;Business Employee;;;0
85655;Urban;B;Standard Units;;M;31 - 35;7,5;122773;54056;Married with Children;;Business Employee;;;0
92292;Urban;B;Premium Units;Major;F;46 - 50;3,5;169405;41550;Married with Children;India;Business Employee;;;1
6195;Outer;D;Standard Units;Outer;M;31 - 35;5,5;118802;;Married;;Business Employee;105000;;0
5145;Outer;B;Standard Units;Outer;M;31 - 35;10,5;527613;;Married with Children;;Business Owner;300000;;0
109100;Major;D;Premium Units;;F;31 - 35;2,5;122978;25725;Married;India;Business Employee;;;0
22422;Outer;B;Standard Units;Outer;F;36 - 40;10,5;341322;;Married with Children;;Business Owner;300000;;1
104016;Urban;D;Standard Units;Outer;M;31 - 35;6,5;159876;47887;Single;India;Business Employee;;;0
29509;Urban;B;Standard Units;Outer;F;31 - 35;17;;;Single;;Other(Please specify);;;0
117209;Urban;A;Standard Units;Outer;F;36 - 40;37;511221;167186;Single;India;Business Owner;;;0
104870;Major;C;Premium Units;Outer;F;;;;;Single;;;;;1
14311;Outer;B;Standard Units;Outer;M;< 25;3,5;163047;;Single;;Business Owner;95000;;1
43134;Outer;B;Standard Units;Outer;M;25 - 30;5,5;265700;;Single;;Business Owner;75000;;0
37165;Outer;C;Standard Units;Outer;F;36 - 40;9,5;353998;;Married with Children;;Business Owner;225000;;1
96798;Urban;C;Standard Units;;F;36 - 40;6,5;;;Married;;Business Employee;;;0
32903;Urban;B;Standard Units;Outer;M;31 - 35;6,5;337077;65124;Married;India;Business Owner;;;0
14734;Outer;C;Standard Units;;M;36 - 40;4,5;147509;;Single;;Business Employee;95000;;0
19506;Central;B;Premium Units;;F;31 - 35;4,5;;;Single;;Business Employee;;;0
32849;Outer;C;Standard Units;Outer;F;< 25;10,5;139110;;Single;;Business Employee;85000;;0
25074;Outer;B;Standard Units;Outer;F;36 - 40;9,5;284196;;Married;;Business Owner;185000;;0
71372;Outer;A;Standard Units;Outer;M;41 - 45;19,5;408416;116143;Married with Children;;Business Owner;;;0
88108;Urban;D;Standard Units;Outer;F;31 - 35;5,5;196162;64670;Single;;Business Employee;;;0
65785;Outer;A;Standard Units;;F;36 - 40;13,5;546277;;Married with Children;;Business Employee;300000;;0
33500;Urban;B;Standard Units;Major;M;25 - 30;13,5;582654;;Single;;Business Owner;;;0
2495;Outer;B;Standard Units;Other;F;31 - 35;14,5;348124;;Single;;Business Owner;300000;;0
83567;Outer;B;Standard Units;Outer;M;31 - 35;9,75;350669;57204;Single;;Business Owner;;;0
93235;Outer;B;Standard Units;;F;31 - 35;10,3;261540;55857;Single;;Business Employee;;;0
95659;Outer;C;Standard Units;Outer;M;51 +;8,5;296585;Cash;Married with Children;;Business Owner;;;0
97599;Major;B;Standard Units;Major;M;36 - 40;6,5;233573;Cash;Married with Children;;Civil Servant;;;0
60073;Major;C;Premium Units;Major;M;41 - 45;3,5;;;Single;;Business Owner;105000;;0
34887;Outer;B;Standard Units;Outer;F;;;;;;;;;;0
80797;Urban;D;Standard Units;Central;F;31 - 35;4,5;271485;42250;Single;;Business Employee;;;0
18719;Central;B;Premium Units;Central;F;31 - 35;6,5;415769;57659;Married with Children;;Business Owner;;;0
100005;Urban;C;Standard Units;;F;25 - 30;;93960;;Single;;Business Owner;;;0
40344;Outer;C;Standard Units;Central;M;41 - 45;9,5;532952;;Married with Children;;Business Owner;300000;;0
42251;Outer;D;Standard Units;Major;F;36 - 40;6,5;;;Single;;Business Employee;120000;;0
103032;Outer;B;Standard Units;Central;F;31 - 35;10,3;247111;38213;Single;;Business Employee;;;0
99464;Other;B;Premium Units;;M;;7,5;;;;Non-India;;;;0
94138;Outer;B;Standard Units;Outer;F;51 +;7,5;128407;Cash;Married with Children;;Civil Servant;;;0
15326;Outer;C;Standard Units;Major;F;< 25;5,5;92760;;Single;;Business Employee;85000;;0
66647;Major;D;Premium Units;Major;M;;;;;;;;;;1
3435;Major;C;Premium Units;Major;F;;;;;;India;;;;0
7687;Outer;B;Standard Units;Outer;M;;4,5;367330;;;;Business Employee;85000;;1
80522;Outer;D;Premium Units;;M;;3,5;;;;;;;;0
27270;Outer;B;Standard Units;Central;F;36 - 40;10,5;89090;;Married;;Business Owner;85000;;0
103918;Outer;B;Standard Units;Outer;M;31 - 35;9,75;196368;59329;Single;;Business Employee;;;0
21914;Urban;B;Standard Units;Outer;;46 - 50;9,5;296124;;Married with Children;;Business Employee;300000;;0
113747;Other;B;Premium Units;Major;M;36 - 40;5,5;;38230;;India;Civil Servant;;;1
57476;Outer;B;Standard Units;Outer;M;41 - 45;9,5;169858;;Single;;Business Employee;160000;;0
102457;Other;B;Premium Units;;F;25 - 30;6,5;277245;64106;Single;India;Business Employee;;;0
74449;Major;C;Premium Units;;M;25 - 30;4,5;193010;40723;Single;;;;;0
82443;Urban;A;Standard Units;Central;M;25 - 30;36;602463;179120;Married;;Business Owner;;;0
105632;Outer;B;Standard Units;Outer;F;51 +;11,3;690969;89836;Married with Children;;Business Owner;;;0
16949;Outer;C;Standard Units;Outer;F;31 - 35;5,5;216714;;Married with Children;;Business Employee;95000;;0
22532;Outer;B;Standard Units;Outer;M;31 - 35;9,5;298901;;Single;;Civil Servant;185000;;0
72408;Urban;B;Premium Units;Outer;M;;3,5;;;;;;;;0
27089;Outer;E;Standard Units;Outer;F;36 - 40;10,5;502696;;Married;;Business Owner;300000;;0
89577;Major;C;Premium Units;Major;M;31 - 35;7,5;352026;;Single;;Business Owner;;;0
3086;Outer;B;Standard Units;Outer;F;31 - 35;7;566502;;Married with Children;;Business Owner;300000;;0
63140;Urban;C;Standard Units;Major;M;31 - 35;7;547496;;Single;;Business Owner;;;0
117240;Urban;D;Standard Units;Outer;F;31 - 35;4,5;143042;34639;Married;India;Business Employee;;;0
73913;Major;C;Premium Units;Major;F;31 - 35;4,5;205573;28559;Single;India;Business Employee;;;0
20852;Outer;B;Standard Units;Central;F;< 25;4,5;581916;;Single;;Business Owner;85000;;0
57431;Outer;B;Standard Units;Outer;M;41 - 45;14,5;575538;;Married with Children;;Business Owner;;;0
8340;Urban;B;Standard Units;Central;F;25 - 30;7,5;204189;65414;Single;;Business Employee;85000;18;0
77581;Major;C;Premium Units;;M;;;;;;;;;;0
47691;Outer;B;Standard Units;Outer;M;36 - 40;6,5;275579;;Single;;Business Employee;120000;;0
31096;Outer;C;Standard Units;;M;46 - 50;10,5;390929;;Married;;Business Owner;160000;;0
60909;Outer;C;Standard Units;Outer;F;31 - 35;5,5;161166;;Married;;Business Employee;85000;;0
58970;Outer;B;Standard Units;Outer;M;31 - 35;8;210379;;Married;;Business Employee;95000;;0
111293;Other;D;Premium Units;;F;46 - 50;2,5;255557;29737;Single;India;Business Owner;;;0
60233;Urban;B;Premium Units;Major;F;< 25;3,5;189274;40219;Single;;Business Employee;;;0
30638;Outer;B;Standard Units;Outer;F;31 - 35;5,5;80096;;Single;;Business Owner;95000;;0
36899;Outer;B;Standard Units;Outer;F;41 - 45;9,5;526271;;Married;;Business Owner;;;0
59446;Major;B;Premium Units;;F;31 - 35;4,5;238107;;Single;;Business Employee;75000;;0
36894;Outer;B;Standard Units;Outer;F;41 - 45;10,5;554968;;Single;;Business Owner;;;0
6839;Major;C;Premium Units;Central;F;36 - 40;6,5;;;;India;;;;0
4172;Outer;B;Standard Units;Outer;M;31 - 35;11,3;430534;45893;Single;India;Business Owner;;;0
102028;Urban;C;Standard Units;;F;25 - 30;3,5;100827;42708;;;Business Owner;;;0
78475;Major;B;Standard Units;;M;;;;;;;;;;0
57640;Outer;D;Standard Units;Outer;F;41 - 45;4,5;151347;;Married with Children;;Business Owner;160000;;0
33996;Outer;B;Standard Units;Outer;F;36 - 40;9,5;267100;;Married with Children;;Business Owner;300000;;0
97051;Other;B;Premium Units;;M;51 +;10,3;;;Married with Children;Non-India;;;;0
47265;Urban;C;Standard Units;Major;F;41 - 45;3,5;184844;;Married with Children;;Business Owner;120000;;0
49790;Outer;A;Standard Units;Outer;M;36 - 40;13,5;471325;138589;Married with Children;;Business Owner;;;0
110380;Urban;A;Standard Units;Major;M;46 - 50;19,5;595046;173018;;India;Business Owner;;;0
37477;Urban;B;Standard Units;Central;M;;7,5;;;;India;Business Employee;;;0
86782;Outer;B;Premium Units;;M;31 - 35;5,5;;;Single;;Business Employee;;;0
53059;Outer;C;Standard Units;Outer;M;41 - 45;5,5;256129;;Single;;Business Employee;140000;;0
602;Major;D;Premium Units;Outer;F;;;;;;;;;;0
30477;Outer;A;Standard Units;Outer;F;31 - 35;13,5;694973;;Married with Children;;Business Employee;300000;;0
80191;Other;C;Premium Units;;F;;;;;;India;;;;0
7127;Urban;B;Standard Units;Central;F;< 25;10,3;385810;;Single;;Business Owner;85000;18;0
109093;Outer;B;Standard Units;Outer;M;51 +;13,5;546962;136194;Married with Children;;Business Owner;;;0
80871;Urban;B;Standard Units;Major;M;41 - 45;13,5;320011;73877;Married;;Business Owner;;;0
96881;Major;B;Premium Units;;F;;;;;;;;;;0
96683;Major;B;Premium Units;Outer;M;51 +;4,5;;;;;;;;0
18253;Outer;B;Standard Units;Outer;M;36 - 40;5,5;192587;;Married with Children;;Business Owner;140000;;0
67803;Major;B;Premium Units;;F;;;;;;India;;;;0
83441;Other;B;Premium Units;;F;46 - 50;5,5;;;;India;;;;0
118315;Other;B;Premium Units;;M;51 +;6,5;;;;Non-India;;;;0
30530;Outer;B;Standard Units;Outer;F;36 - 40;4,5;272364;;Married with Children;;Business Owner;95000;;0
23298;Outer;B;Standard Units;Outer;F;< 25;7;180832;;Married with Children;;Other(Please specify);;;0
76123;Major;C;Premium Units;;M;41 - 45;4,5;;46572;;India;;;;0
77505;Major;C;Premium Units;;F;;;;;;;;;;0
29112;Outer;B;Standard Units;Major;M;41 - 45;8,5;305724;66524;Married;;Business Employee;;;0
94096;Urban;D;Standard Units;;M;31 - 35;5,5;160709;43903;Married with Children;;Business Owner;;;0
379;Urban;B;Standard Units;Outer;M;36 - 40;18,5;540152;136223;Single;India;Business Owner;;;0
9695;Outer;C;Standard Units;Outer;F;< 25;4,5;174949;;Single;;Business Owner;85000;;0
75317;Major;B;Standard Units;Central;F;< 25;7,5;324269;113850;Married;;Business Owner;;;0
61017;Major;C;Premium Units;Other;M;;4,5;;;;India;;;;0
90044;Urban;D;Standard Units;Major;M;41 - 45;5,5;;41963;Married;;Civil Servant;;;0
83665;Urban;D;Standard Units;Outer;F;25 - 30;5,5;136012;43813;Single;;Civil Servant;;;0
110774;Urban;B;Standard Units;;F;41 - 45;14,5;161765;80447;Married with Children;India;Business Owner;;;0
79171;Major;B;Standard Units;;M;;;;;;;;;;0
73495;Outer;C;Premium Units;Outer;M;36 - 40;3,5;160898;29986;Single;India;Business Employee;;;0
102186;Outer;B;Standard Units;Outer;M;36 - 40;5,5;221288;42429;Single;India;Business Employee;;;0
3171;Outer;B;Standard Units;Major;F;36 - 40;5,5;150273;;Single;;Business Owner;140000;;0
110144;Outer;C;Standard Units;;F;25 - 30;3,5;313472;39338;Single;India;Civil Servant;;;0
12635;Outer;B;Premium Units;Central;F;25 - 30;;580482;;Married;;Business Owner;350000;;0
99911;Major;B;Standard Units;Major;M;25 - 30;4,5;229083;43801;Single;India;Civil Servant;;;0
10202;Outer;B;Premium Units;Outer;M;36 - 40;4;157948;71889;Single;;Business Employee;140000;18;0
80282;Outer;C;Premium Units;;F;31 - 35;4,5;;;Married with Children;India;Other(Please specify);;;0
77467;Outer;C;Premium Units;Central;F;31 - 35;3,5;;;;India;;;;0
64254;Outer;C;Standard Units;;M;51 +;6,5;104417;;Married;;Business Owner;85000;;0
64124;Outer;B;Standard Units;Central;F;31 - 35;4,5;257285;;Single;;Business Owner;120000;;0
81700;Outer;B;Standard Units;Outer;F;36 - 40;7,5;643865;89188;Married with Children;;Business Owner;;;0
93193;Outer;C;Standard Units;;M;36 - 40;9,75;293286;Cash;Married with Children;;Business Owner;;;0
43032;Outer;B;Standard Units;;F;25 - 30;5,5;148922;;Single;;Business Owner;105000;;0
36187;Outer;C;Standard Units;Outer;F;46 - 50;4,5;173808;;Single;;Civil Servant;95000;;0
44522;Outer;B;Standard Units;Outer;M;36 - 40;10,5;242870;;Married with Children;;Business Owner;185000;;0
107955;Urban;B;Standard Units;;F;31 - 35;8,5;146994;46636;Single;;;;;0
109829;Major;D;Premium Units;;M;46 - 50;2,5;;;Married with Children;India;;;;0
53072;Outer;A;Standard Units;Central;F;51 +;16;658187;;Married;;Business Owner;;;0
4976;Outer;B;Standard Units;;M;36 - 40;6,5;195740;;Married;;Business Owner;120000;;0
87122;Outer;D;Premium Units;;M;;2,5;;;;;;;;0
74914;Major;C;Premium Units;;F;;;;;;;;;;0
76201;Major;B;Premium Units;;M;;;;;;;;;;0
59983;Outer;C;Premium Units;;M;31 - 35;4,5;637301;31270;Single;;Business Employee;140000;;0
50320;Outer;B;Standard Units;Outer;;25 - 30;6,5;171037;;Single;;Business Employee;95000;;0
31642;Outer;B;Standard Units;Outer;M;36 - 40;7;159735;;Married with Children;;Business Owner;160000;;0
39949;Urban;D;Standard Units;Major;F;31 - 35;5,5;119670;;Married with Children;;Business Owner;105000;;0
102574;Outer;B;Standard Units;;M;25 - 30;10,3;570233;Cash;Single;India;Business Owner;;;0
117559;Outer;C;Standard Units;;M;25 - 30;7,5;282230;38540;Single;India;Business Owner;;;0
119568;Other;C;Premium Units;;M;;;;;;;;;;0
12084;Outer;C;Premium Units;Outer;F;31 - 35;2,5;;22994;Single;;Business Employee;85000;;0
107398;Major;D;Premium Units;;M;;;;;;;;;;0
963;Major;C;Premium Units;Outer;M;;;;;;;;;;0
45647;Outer;B;Standard Units;Central;F;25 - 30;6,5;241844;;Single;;Business Owner;120000;;0
21627;Outer;B;Standard Units;Outer;M;31 - 35;4,5;276304;;Single;;Civil Servant;95000;;0
49789;Outer;B;Standard Units;Outer;F;25 - 30;6,5;245899;;Married;;Business Employee;120000;;0
64474;Outer;A;Standard Units;Outer;M;36 - 40;16;620888;;Married with Children;;Business Owner;;;0
13889;Outer;B;Standard Units;Central;M;41 - 45;18,5;453705;91455;Single;India;Business Owner;;;0
6021;Outer;B;Standard Units;;M;31 - 35;10,5;533737;;Single;;Business Employee;120000;;0
94112;Major;B;Standard Units;;M;;13,5;;;;;;;;0
16073;Outer;B;Standard Units;;M;41 - 45;14,5;686386;;Married;;Business Owner;;;0
87519;Outer;D;Standard Units;Outer;F;31 - 35;5,5;162458;58005;Single;;;;;1
73826;Major;C;Premium Units;Other;F;25 - 30;3,5;119707;36316;Single;India;Business Owner;;;0
20266;Urban;B;Standard Units;Major;F;41 - 45;7;232958;;Married with Children;;Civil Servant;95000;;0
35409;Outer;C;Standard Units;Outer;F;51 +;7;209262;;Married;;Business Employee;140000;;0
85731;Urban;B;Standard Units;Outer;M;51 +;6,5;341255;Cash;Married with Children;;Civil Servant;;;0
74981;Major;C;Premium Units;;M;;;;;;;;;;0
90974;Urban;B;Standard Units;;M;25 - 30;6,5;276652;59610;Single;;Business Employee;;;0
102151;Major;D;Premium Units;Major;F;46 - 50;3,5;;;Married with Children;India;Business Owner;;;0
82349;Outer;A;Standard Units;;M;31 - 35;13,5;193700;114426;Single;;Business Owner;;;0
44289;Outer;B;Standard Units;;F;25 - 30;7;213986;;Single;;Business Employee;105000;;0
77452;Outer;C;Premium Units;;M;31 - 35;5,5;249476;;Single;;Business Owner;;;0
35324;Outer;B;Standard Units;Outer;F;31 - 35;11,3;415800;65744;Married;;Business Employee;;;0
24019;Outer;C;Standard Units;Outer;M;< 25;6,5;252524;;Single;;Civil Servant;;;0
72237;Urban;B;Premium Units;;M;25 - 30;3,5;128638;22852;;;Business Employee;;;0
74407;Major;C;Premium Units;;F;41 - 45;;594211;;;;;;;0
109650;Major;D;Premium Units;Major;F;41 - 45;2,5;;;;India;Business Owner;;;1
94251;Urban;D;Standard Units;;M;41 - 45;4,5;76254;35154;Married with Children;;Business Employee;;;0
21861;Outer;C;Premium Units;Outer;F;;3,5;242463;19057;Single;;Business Employee;;;0
30024;Outer;B;Standard Units;Outer;M;46 - 50;9,5;257495;;Married;;Business Owner;120000;;0
98661;Urban;B;Premium Units;;F;;2,5;70993;22722;;India;Business Employee;;;0
115205;Outer;B;Premium Units;;F;46 - 50;6,5;528887;Cash;Married with Children;;Civil Servant;;;0
14934;Outer;C;Premium Units;Other;F;51 +;2,5;;27358;;;;;;0
101426;Outer;C;Standard Units;;M;36 - 40;8,75;232777;62934;Married;India;Business Owner;;;0
81586;Major;D;Premium Units;;M;;;;;;;;;;0
61980;Outer;D;Standard Units;Major;F;25 - 30;6,5;272620;;Single;;Business Employee;120000;;0
13710;Outer;C;Standard Units;Outer;F;25 - 30;6,5;292047;;Single;;Business Owner;120000;;0
69898;Other;B;Premium Units;;M;41 - 45;8,5;;;Married;India;Business Owner;;;0
43949;Outer;B;Standard Units;Major;F;36 - 40;6,5;229926;;Married with Children;;Business Owner;140000;;0
89268;Urban;B;Standard Units;Outer;M;31 - 35;6,5;56407;;Married with Children;;Business Employee;;;0
5534;Urban;C;Standard Units;Outer;F;36 - 40;4,5;94628;33368;Single;India;Business Owner;;;0
63263;Outer;B;Standard Units;Outer;M;51 +;8;;;Married;;;;;0
47096;Outer;C;Standard Units;Outer;F;36 - 40;8;173961;;Married with Children;;Other(Please specify);95000;;0
30447;Other;D;Premium Units;Major;M;41 - 45;2,5;233573;29315;Married with Children;;;105000;;0
44428;Major;C;Premium Units;Major;M;31 - 35;5,5;343219;51219;Married with Children;;Business Owner;160000;;1
67452;Urban;A;Standard Units;Central;F;25 - 30;24,5;563228;;Married with Children;;Business Owner;;;1
48510;Outer;A;Standard Units;Outer;F;41 - 45;16;522527;;Married with Children;;Other(Please specify);;;0
17931;Outer;C;Standard Units;;M;31 - 35;4,5;173732;;Single;;Business Owner;105000;;0
56577;Outer;B;Standard Units;Outer;F;41 - 45;5,5;84861;;Single;;Business Employee;105000;;0
79426;Major;B;Premium Units;;F;36 - 40;4,5;;;;India;Business Employee;;;0
72524;Urban;B;Premium Units;;M;36 - 40;2,5;182858;;;;;;;0
67441;Major;C;Premium Units;Major;F;41 - 45;3,5;99658;40458;Married with Children;India;Civil Servant;;;0
69865;Outer;B;Standard Units;Major;M;46 - 50;19,5;586042;76196;Single;;Civil Servant;;;0
27023;Outer;B;Standard Units;Major;M;31 - 35;6,5;175428;;Single;;Business Owner;95000;;0
53119;Outer;C;Standard Units;Central;F;36 - 40;10,5;468594;;Married;;Business Owner;225000;;0
88506;Major;B;Standard Units;;F;;7,5;;;;;;;;0
3008;Outer;B;Standard Units;;M;51 +;7,5;246284;49802;Married;India;Civil Servant;;;0
57586;Urban;B;Premium Units;;F;< 25;3,5;185377;Cash;Single;India;;;;0
46981;Urban;D;Premium Units;Central;M;;;;;;;;;;0
73363;Urban;C;Standard Units;Major;F;< 25;5,5;188495;49512;Single;;Other(Please specify);;;0
36580;Urban;B;Standard Units;Outer;M;31 - 35;7;216497;;Single;;Business Employee;105000;;0
60823;Major;B;Premium Units;;F;41 - 45;4,5;;;Married;India;Business Employee;;;0
2924;Outer;B;Standard Units;Major;M;46 - 50;17;638659;;Married with Children;;Business Owner;;;0
112686;Outer;B;Standard Units;;M;31 - 35;8,5;539341;64139;Single;;Business Employee;;;0
16433;Outer;D;Premium Units;;M;;;;;;;;;;0
92883;Outer;D;Standard Units;Outer;F;41 - 45;6,5;274398;58506;Single;;Business Owner;;;0
75207;Major;C;Premium Units;;M;;;;;;;;;;0
21847;Outer;C;Premium Units;Outer;M;31 - 35;3,5;569406;37302;Single;;Business Employee;75000;;0
44870;Urban;D;Standard Units;Major;F;36 - 40;5,5;167418;74950;Married with Children;India;Business Employee;;;0
10079;Outer;B;Standard Units;Outer;F;46 - 50;3,5;151064;;Married;;Civil Servant;95000;;0
109277;Outer;D;Standard Units;;F;31 - 35;3,5;209461;37637;Married;;Business Employee;;;0
95761;Outer;B;Standard Units;;F;41 - 45;14,5;421105;122076;Married with Children;;Business Owner;;;0
69495;Major;D;Premium Units;Outer;M;25 - 30;2,5;180763;43283;Single;India;Business Employee;;;0
52054;Outer;A;Standard Units;Outer;F;31 - 35;17;656336;;Single;;Business Owner;;;0
5562;Outer;B;Standard Units;Outer;F;51 +;17;248803;;Married with Children;;Business Employee;160000;;1
34242;Urban;C;Standard Units;Major;F;25 - 30;3,5;75200;;Married;;Business Owner;75000;;0
92080;Urban;B;Standard Units;;M;36 - 40;13,5;164242;Cash;Married;;Civil Servant;;;0
62411;Urban;A;Standard Units;Major;M;36 - 40;16;598532;;Married with Children;;Business Owner;160000;;0
68277;Major;D;Premium Units;Outer;F;;;;;;;;;;0
55748;Urban;B;Standard Units;Outer;M;31 - 35;9,5;200975;;Single;;Business Employee;95000;;0
76785;Major;C;Premium Units;;F;25 - 30;3,5;;;Married with Children;;Other(Please specify);;;0
20486;Outer;B;Standard Units;Outer;F;46 - 50;5,5;293706;;Married with Children;;Business Owner;140000;;0
97239;Other;B;Premium Units;;M;36 - 40;;;;Married with Children;Non-India;Business Owner;;;0
51232;Outer;C;Standard Units;Outer;M;41 - 45;9,5;580929;;Married with Children;;Business Owner;;;1
96721;Other;D;Premium Units;Other;M;25 - 30;3,5;177258;30978;Married;;Other(Please specify);;;0
18442;Outer;B;Standard Units;Central;M;< 25;3,5;312000;;Single;;Business Owner;140000;;0
6548;Urban;B;Standard Units;Major;F;46 - 50;14,5;658683;;Married;;Business Owner;;;0
101907;Outer;B;Standard Units;Outer;M;51 +;14,5;538849;88088;Single;;Civil Servant;;;0
69951;Outer;C;Standard Units;Outer;F;36 - 40;7,5;274615;48073;Married with Children;;Business Employee;;;0
93018;Outer;B;Standard Units;;F;31 - 35;4,5;174108;41454;Married;;Business Owner;;;0
68984;Urban;B;Standard Units;Outer;F;31 - 35;7,5;;54500;Married with Children;;Business Employee;;;0
95312;Urban;C;Standard Units;;M;51 +;7,5;377674;72578;Married;;Civil Servant;;;0
68436;Other;D;Premium Units;Major;F;25 - 30;2,5;83055;;Single;India;Business Employee;;;0
106179;Outer;A;Standard Units;;M;46 - 50;19,5;476586;161719;Married with Children;India;Business Owner;;;0
59570;Major;C;Premium Units;Major;M;36 - 40;3,5;;30730;Single;;Civil Servant;;;0
96552;Urban;D;Standard Units;Outer;F;31 - 35;4,5;98880;38200;Single;;Civil Servant;;;0
47150;Outer;B;Standard Units;Outer;M;51 +;8;566269;;Married with Children;;Business Owner;;;0
10613;Urban;C;Standard Units;;F;51 +;2,5;161214;;;;Civil Servant;95000;;0
106657;Major;B;Standard Units;;M;36 - 40;7;582227;;Single;;Business Owner;225000;;0
12871;Outer;B;Standard Units;Outer;M;< 25;6,5;324263;;Married with Children;;Business Employee;120000;;0
51046;Other;B;Premium Units;;;25 - 30;5,5;192030;;Single;;Business Employee;105000;;0
10539;Urban;C;Standard Units;;F;31 - 35;2,5;194342;;Single;;Business Owner;95000;;0
113241;Urban;D;Standard Units;Major;M;36 - 40;4,5;233677;38215;Married with Children;India;Business Employee;;;0
65686;Outer;C;Standard Units;Outer;M;31 - 35;8,5;696618;Cash;Married with Children;;Other(Please specify);;;0
37671;Outer;C;Standard Units;;M;25 - 30;6,5;250859;;Married;;Business Employee;;;0
106400;Outer;B;Premium Units;;F;25 - 30;5,5;;;Single;India;Business Employee;;;0
86105;Outer;D;Premium Units;;F;;;;;;;;;;0
65068;Outer;B;Standard Units;Outer;F;36 - 40;9,75;372491;55287;Married with Children;;Business Owner;;;0
93550;Outer;B;Standard Units;Major;F;51 +;18,5;667607;Cash;Married with Children;;Business Owner;;;0
27444;Outer;B;Standard Units;;F;46 - 50;17;227438;;Married with Children;;Civil Servant;120000;;0
23088;Outer;B;Standard Units;Outer;M;41 - 45;10,5;484206;;Married;;Business Employee;;;0
13739;Urban;D;Standard Units;;M;46 - 50;4,5;208091;44166;Married with Children;;Business Employee;;;0
110386;Other;B;Premium Units;;F;31 - 35;8,75;;;;India;;;;0
41988;Outer;C;Standard Units;Major;F;31 - 35;4,5;222027;;Married;;Business Owner;85000;;0
69728;Outer;B;Premium Units;Major;M;36 - 40;11,3;;;Single;;;225000;;0
